reportedyear,FSA,reportedmonth,MCI,Count of MCI
2017,M4X,April,Theft Over,1
2017,M4X,August,Theft Over,1
2017,M4X,February,Theft Over,1
2017,M4X,June,Theft Over,2
2017,M4X,March,Theft Over,1
2018,M4X,April,Assault,11
2018,M4X,August,Assault,19
2018,M4X,December,Assault,11
2018,M4X,February,Assault,13
2018,M4X,January,Assault,14
2018,M4X,July,Assault,11
2018,M4X,June,Assault,12
2018,M4X,March,Assault,22
2018,M4X,May,Assault,7
2018,M4X,November,Assault,16
2018,M4X,October,Assault,16
2018,M4X,September,Assault,7
2018,M4X,April,Auto Theft,6
2018,M4X,August,Auto Theft,2
2018,M4X,December,Auto Theft,2
2018,M4X,February,Auto Theft,2
2018,M4X,January,Auto Theft,3
2018,M4X,July,Auto Theft,1
2018,M4X,June,Auto Theft,1
2018,M4X,March,Auto Theft,3
2018,M4X,May,Auto Theft,3
2018,M4X,October,Auto Theft,1
2018,M4X,April,Break and Enter,6
2018,M4X,August,Break and Enter,5
2018,M4X,December,Break and Enter,6
2018,M4X,February,Break and Enter,4
2018,M4X,January,Break and Enter,2
2018,M4X,July,Break and Enter,8
2018,M4X,June,Break and Enter,9
2018,M4X,March,Break and Enter,8
2018,M4X,May,Break and Enter,13
2018,M4X,November,Break and Enter,1
2018,M4X,October,Break and Enter,7
2018,M4X,September,Break and Enter,5
2018,M4X,August,Robbery,2
2018,M4X,December,Robbery,13
2018,M4X,February,Robbery,2
2018,M4X,January,Robbery,1
2018,M4X,July,Robbery,2
2018,M4X,June,Robbery,1
2018,M4X,March,Robbery,1
2018,M4X,May,Robbery,5
2018,M4X,November,Robbery,3
2018,M4X,October,Robbery,4
2018,M4X,September,Robbery,1
2018,M4X,December,Theft Over,1
2018,M4X,July,Theft Over,1
2018,M4X,June,Theft Over,1
2018,M4X,September,Theft Over,1
2019,M4X,April,Assault,20
2019,M4X,August,Assault,23
2019,M4X,December,Assault,16
2019,M4X,February,Assault,15
2019,M4X,January,Assault,26
2019,M4X,July,Assault,16
2019,M4X,June,Assault,20
2019,M4X,March,Assault,16
2019,M4X,May,Assault,19
2019,M4X,November,Assault,16
2019,M4X,October,Assault,9
2019,M4X,September,Assault,18
2019,M4X,August,Auto Theft,2
2019,M4X,December,Auto Theft,4
2019,M4X,February,Auto Theft,2
2019,M4X,June,Auto Theft,4
2019,M4X,March,Auto Theft,1
2019,M4X,November,Auto Theft,7
2019,M4X,April,Break and Enter,13
2019,M4X,August,Break and Enter,10
2019,M4X,December,Break and Enter,6
2019,M4X,February,Break and Enter,3
2019,M4X,January,Break and Enter,9
2019,M4X,July,Break and Enter,12
2019,M4X,June,Break and Enter,7
2019,M4X,March,Break and Enter,10
2019,M4X,May,Break and Enter,10
2019,M4X,November,Break and Enter,14
2019,M4X,October,Break and Enter,11
2019,M4X,September,Break and Enter,8
2019,M4X,August,Robbery,5
2019,M4X,December,Robbery,1
2019,M4X,February,Robbery,3
2019,M4X,July,Robbery,3
2019,M4X,March,Robbery,2
2019,M4X,May,Robbery,1
2019,M4X,November,Robbery,6
2019,M4X,October,Robbery,2
2019,M4X,September,Robbery,1
2019,M4X,December,Theft Over,1
2019,M4X,January,Theft Over,1
2019,M4X,July,Theft Over,4
2019,M4X,March,Theft Over,3
2019,M4X,November,Theft Over,2
2019,M4X,October,Theft Over,1
2017,M4Y,April,Assault,52
2017,M4Y,August,Assault,45
2017,M4Y,December,Assault,40
2017,M4Y,February,Assault,31
2017,M4Y,January,Assault,39
2017,M4Y,July,Assault,42
2017,M4Y,June,Assault,39
2017,M4Y,March,Assault,33
2017,M4Y,May,Assault,37
2017,M4Y,November,Assault,46
2017,M4Y,October,Assault,30
2017,M4Y,September,Assault,30
2017,M4Y,April,Auto Theft,3
2017,M4Y,August,Auto Theft,4
2017,M4Y,December,Auto Theft,2
2017,M4Y,January,Auto Theft,2
2017,M4Y,June,Auto Theft,1
2017,M4Y,May,Auto Theft,4
2017,M4Y,November,Auto Theft,3
2017,M4Y,October,Auto Theft,5
2017,M4Y,September,Auto Theft,1
2017,M4Y,April,Break and Enter,9
2017,M4Y,August,Break and Enter,13
2017,M4Y,December,Break and Enter,10
2017,M4Y,February,Break and Enter,12
2017,M4Y,January,Break and Enter,7
2017,M4Y,July,Break and Enter,11
2017,M4Y,June,Break and Enter,6
2017,M4Y,March,Break and Enter,7
2017,M4Y,May,Break and Enter,10
2017,M4Y,November,Break and Enter,20
2017,M4Y,October,Break and Enter,15
2017,M4Y,September,Break and Enter,16
2017,M4Y,April,Robbery,5
2017,M4Y,August,Robbery,12
2017,M4Y,December,Robbery,7
2017,M4Y,February,Robbery,7
2017,M4Y,January,Robbery,3
2017,M4Y,July,Robbery,6
2017,M4Y,June,Robbery,4
2017,M4Y,March,Robbery,3
2017,M4Y,May,Robbery,8
2017,M4Y,November,Robbery,3
2017,M4Y,October,Robbery,8
2017,M4Y,September,Robbery,6
2017,M4Y,April,Theft Over,2
2017,M4Y,August,Theft Over,2
2017,M4Y,December,Theft Over,1
2017,M4Y,February,Theft Over,2
2017,M4Y,January,Theft Over,5
2017,M4Y,July,Theft Over,1
2017,M4Y,May,Theft Over,1
2017,M4Y,September,Theft Over,1
2018,M4Y,April,Assault,43
2018,M4Y,August,Assault,41
2018,M4Y,December,Assault,45
2018,M4Y,February,Assault,30
2018,M4Y,January,Assault,37
2018,M4Y,July,Assault,38
2018,M4Y,June,Assault,39
2018,M4Y,March,Assault,40
2018,M4Y,May,Assault,53
2018,M4Y,November,Assault,36
2018,M4Y,October,Assault,48
2018,M4Y,September,Assault,31
2018,M4Y,April,Auto Theft,2
2018,M4Y,August,Auto Theft,3
2018,M4Y,December,Auto Theft,4
2018,M4Y,February,Auto Theft,5
2018,M4Y,January,Auto Theft,3
2018,M4Y,July,Auto Theft,3
2018,M4Y,June,Auto Theft,4
2018,M4Y,March,Auto Theft,1
2018,M4Y,May,Auto Theft,4
2018,M4Y,November,Auto Theft,4
2018,M4Y,October,Auto Theft,4
2018,M4Y,September,Auto Theft,2
2018,M4Y,April,Break and Enter,14
2018,M4Y,August,Break and Enter,13
2018,M4Y,December,Break and Enter,7
2018,M4Y,February,Break and Enter,15
2018,M4Y,January,Break and Enter,3
2018,M4Y,July,Break and Enter,5
2018,M4Y,June,Break and Enter,9
2018,M4Y,March,Break and Enter,15
2018,M4Y,May,Break and Enter,9
2018,M4Y,November,Break and Enter,14
2018,M4Y,October,Break and Enter,11
2018,M4Y,September,Break and Enter,9
2018,M4Y,April,Robbery,5
2018,M4Y,August,Robbery,7
2018,M4Y,December,Robbery,3
2018,M4Y,February,Robbery,5
2018,M4Y,January,Robbery,7
2018,M4Y,July,Robbery,2
2018,M4Y,June,Robbery,8
2018,M4Y,March,Robbery,6
2018,M4Y,May,Robbery,3
2018,M4Y,November,Robbery,8
2018,M4Y,October,Robbery,13
2018,M4Y,September,Robbery,7
2018,M4Y,April,Theft Over,1
2018,M4Y,August,Theft Over,5
2018,M4Y,December,Theft Over,5
2018,M4Y,February,Theft Over,1
2018,M4Y,January,Theft Over,1
2018,M4Y,July,Theft Over,1
2018,M4Y,June,Theft Over,1
2018,M4Y,March,Theft Over,2
2018,M4Y,May,Theft Over,1
2018,M4Y,November,Theft Over,4
2018,M4Y,October,Theft Over,1
2018,M4Y,September,Theft Over,5
2019,M4Y,April,Assault,37
2019,M4Y,August,Assault,44
2019,M4Y,December,Assault,49
2019,M4Y,February,Assault,29
2019,M4Y,January,Assault,40
2019,M4Y,July,Assault,57
2019,M4Y,June,Assault,53
2019,M4Y,March,Assault,45
2019,M4Y,May,Assault,38
2019,M4Y,November,Assault,43
2019,M4Y,October,Assault,53
2019,M4Y,September,Assault,68
2019,M4Y,April,Auto Theft,2
2019,M4Y,August,Auto Theft,5
2019,M4Y,February,Auto Theft,3
2019,M4Y,January,Auto Theft,2
2019,M4Y,June,Auto Theft,2
2019,M4Y,March,Auto Theft,1
2019,M4Y,May,Auto Theft,2
2019,M4Y,November,Auto Theft,4
2019,M4Y,October,Auto Theft,4
2019,M4Y,September,Auto Theft,3
2019,M4Y,April,Break and Enter,25
2019,M4Y,August,Break and Enter,17
2019,M4Y,December,Break and Enter,15
2019,M4Y,February,Break and Enter,15
2019,M4Y,January,Break and Enter,10
2019,M4Y,July,Break and Enter,27
2019,M4Y,June,Break and Enter,17
2019,M4Y,March,Break and Enter,15
2019,M4Y,May,Break and Enter,17
2019,M4Y,November,Break and Enter,13
2019,M4Y,October,Break and Enter,14
2019,M4Y,September,Break and Enter,23
2019,M4Y,April,Robbery,7
2019,M4Y,August,Robbery,11
2019,M4Y,December,Robbery,4
2019,M4Y,February,Robbery,6
2019,M4Y,January,Robbery,4
2019,M4Y,July,Robbery,10
2019,M4Y,June,Robbery,5
2019,M4Y,May,Robbery,6
2019,M4Y,November,Robbery,7
2019,M4Y,October,Robbery,10
2019,M4Y,September,Robbery,7
2019,M4Y,April,Theft Over,5
2019,M4Y,August,Theft Over,3
2019,M4Y,December,Theft Over,3
2019,M4Y,January,Theft Over,3
2019,M4Y,July,Theft Over,2
2019,M4Y,June,Theft Over,2
2019,M4Y,March,Theft Over,2
2019,M4Y,May,Theft Over,5
2019,M4Y,November,Theft Over,1
2019,M4Y,October,Theft Over,2
2019,M4Y,September,Theft Over,2
2017,M5A,April,Assault,51
2017,M5A,August,Assault,50
2017,M5A,December,Assault,53
2017,M5A,February,Assault,35
2017,M5A,January,Assault,37
2017,M5A,July,Assault,44
2017,M5A,June,Assault,57
2017,M5A,March,Assault,38
2017,M5A,May,Assault,54
2017,M5A,November,Assault,47
2017,M5A,October,Assault,49
2017,M5A,September,Assault,51
2017,M5A,April,Auto Theft,6
2017,M5A,August,Auto Theft,5
2017,M5A,December,Auto Theft,3
2017,M5A,January,Auto Theft,2
2017,M5A,July,Auto Theft,3
2017,M5A,June,Auto Theft,2
2017,M5A,March,Auto Theft,2
2017,M5A,May,Auto Theft,3
2017,M5A,November,Auto Theft,4
2017,M5A,October,Auto Theft,1
2017,M5A,September,Auto Theft,1
2017,M5A,April,Break and Enter,6
2017,M5A,August,Break and Enter,21
2017,M5A,December,Break and Enter,9
2017,M5A,February,Break and Enter,11
2017,M5A,January,Break and Enter,12
2017,M5A,July,Break and Enter,14
2017,M5A,June,Break and Enter,15
2017,M5A,March,Break and Enter,18
2017,M5A,May,Break and Enter,18
2017,M5A,November,Break and Enter,15
2017,M5A,October,Break and Enter,21
2017,M5A,September,Break and Enter,16
2017,M5A,April,Robbery,12
2017,M5A,August,Robbery,8
2017,M5A,December,Robbery,1
2017,M5A,February,Robbery,7
2017,M5A,January,Robbery,4
2017,M5A,July,Robbery,11
2017,M5A,June,Robbery,12
2017,M5A,March,Robbery,12
2017,M5A,May,Robbery,9
2017,M5A,November,Robbery,9
2017,M5A,October,Robbery,7
2017,M5A,September,Robbery,14
2017,M5A,April,Theft Over,2
2017,M5A,August,Theft Over,3
2017,M5A,December,Theft Over,1
2017,M5A,February,Theft Over,1
2017,M5A,January,Theft Over,1
2017,M5A,July,Theft Over,4
2017,M5A,June,Theft Over,3
2017,M5A,March,Theft Over,4
2017,M5A,May,Theft Over,1
2017,M5A,November,Theft Over,1
2017,M5A,October,Theft Over,2
2017,M5A,September,Theft Over,1
2018,M5A,April,Assault,48
2018,M5A,August,Assault,56
2018,M5A,December,Assault,52
2018,M5A,February,Assault,44
2018,M5A,January,Assault,49
2018,M5A,July,Assault,66
2018,M5A,June,Assault,50
2018,M5A,March,Assault,64
2018,M5A,May,Assault,62
2018,M5A,November,Assault,53
2018,M5A,October,Assault,63
2018,M5A,September,Assault,63
2018,M5A,April,Auto Theft,7
2018,M5A,August,Auto Theft,3
2018,M5A,December,Auto Theft,7
2018,M5A,February,Auto Theft,1
2018,M5A,January,Auto Theft,2
2018,M5A,July,Auto Theft,5
2018,M5A,June,Auto Theft,2
2018,M5A,March,Auto Theft,1
2018,M5A,May,Auto Theft,6
2018,M5A,November,Auto Theft,11
2018,M5A,October,Auto Theft,3
2018,M5A,September,Auto Theft,7
2018,M5A,April,Break and Enter,9
2018,M5A,August,Break and Enter,14
2018,M5A,December,Break and Enter,15
2018,M5A,February,Break and Enter,16
2018,M5A,January,Break and Enter,22
2018,M5A,July,Break and Enter,13
2018,M5A,June,Break and Enter,14
2018,M5A,March,Break and Enter,20
2018,M5A,May,Break and Enter,19
2018,M5A,November,Break and Enter,17
2018,M5A,October,Break and Enter,29
2018,M5A,September,Break and Enter,13
2018,M5A,April,Robbery,14
2018,M5A,August,Robbery,9
2018,M5A,December,Robbery,17
2018,M5A,February,Robbery,7
2018,M5A,January,Robbery,18
2018,M5A,July,Robbery,19
2018,M5A,June,Robbery,17
2018,M5A,March,Robbery,29
2018,M5A,May,Robbery,17
2018,M5A,November,Robbery,12
2018,M5A,October,Robbery,14
2018,M5A,September,Robbery,12
2018,M5A,April,Theft Over,2
2018,M5A,August,Theft Over,3
2018,M5A,December,Theft Over,5
2018,M5A,February,Theft Over,3
2018,M5A,January,Theft Over,4
2018,M5A,July,Theft Over,2
2018,M5A,June,Theft Over,3
2018,M5A,March,Theft Over,2
2018,M5A,May,Theft Over,4
2018,M5A,November,Theft Over,8
2018,M5A,October,Theft Over,4
2018,M5A,September,Theft Over,4
2019,M5A,April,Assault,51
2019,M5A,August,Assault,91
2019,M5A,December,Assault,64
2019,M5A,February,Assault,58
2019,M5A,January,Assault,61
2019,M5A,July,Assault,75
2019,M5A,June,Assault,89
2019,M5A,March,Assault,32
2019,M5A,May,Assault,69
2019,M5A,November,Assault,77
2019,M5A,October,Assault,77
2019,M5A,September,Assault,69
2019,M5A,April,Auto Theft,3
2019,M5A,August,Auto Theft,3
2019,M5A,December,Auto Theft,6
2019,M5A,February,Auto Theft,10
2019,M5A,January,Auto Theft,6
2019,M5A,July,Auto Theft,12
2019,M5A,June,Auto Theft,5
2019,M5A,March,Auto Theft,7
2019,M5A,May,Auto Theft,4
2019,M5A,November,Auto Theft,10
2019,M5A,October,Auto Theft,6
2019,M5A,September,Auto Theft,5
2019,M5A,April,Break and Enter,42
2019,M5A,August,Break and Enter,20
2019,M5A,December,Break and Enter,19
2019,M5A,February,Break and Enter,28
2019,M5A,January,Break and Enter,17
2019,M5A,July,Break and Enter,32
2019,M5A,June,Break and Enter,35
2019,M5A,March,Break and Enter,35
2019,M5A,May,Break and Enter,32
2019,M5A,November,Break and Enter,21
2019,M5A,October,Break and Enter,24
2019,M5A,September,Break and Enter,17
2019,M5A,April,Robbery,11
2019,M5A,August,Robbery,15
2019,M5A,December,Robbery,5
2019,M5A,February,Robbery,7
2019,M5A,January,Robbery,10
2019,M5A,July,Robbery,28
2019,M5A,June,Robbery,16
2019,M5A,March,Robbery,7
2019,M5A,May,Robbery,12
2019,M5A,November,Robbery,14
2019,M5A,October,Robbery,7
2019,M5A,September,Robbery,8
2019,M5A,April,Theft Over,1
2019,M5A,August,Theft Over,4
2019,M5A,December,Theft Over,7
2019,M5A,February,Theft Over,2
2019,M5A,January,Theft Over,2
2019,M5A,July,Theft Over,2
2019,M5A,June,Theft Over,6
2019,M5A,March,Theft Over,2
2019,M5A,May,Theft Over,4
2019,M5A,November,Theft Over,3
2019,M5A,September,Theft Over,2
2017,M5B,April,Assault,35
2017,M5B,August,Assault,33
2017,M5B,December,Assault,39
2017,M5B,February,Assault,30
2017,M5B,January,Assault,12
2017,M5B,July,Assault,32
2017,M5B,June,Assault,35
2017,M5B,March,Assault,26
2017,M5B,May,Assault,27
2017,M5B,November,Assault,25
2017,M5B,October,Assault,39
2017,M5B,September,Assault,28
2017,M5B,April,Auto Theft,1
2017,M5B,August,Auto Theft,1
2017,M5B,December,Auto Theft,2
2017,M5B,January,Auto Theft,1
2017,M5B,July,Auto Theft,2
2017,M5B,June,Auto Theft,1
2017,M5B,October,Auto Theft,1
2017,M5B,April,Break and Enter,4
2017,M5B,August,Break and Enter,7
2017,M5B,December,Break and Enter,11
2017,M5B,February,Break and Enter,4
2017,M5B,January,Break and Enter,3
2017,M5B,July,Break and Enter,4
2017,M5B,June,Break and Enter,6
2017,M5B,March,Break and Enter,10
2017,M5B,May,Break and Enter,10
2017,M5B,November,Break and Enter,6
2017,M5B,October,Break and Enter,10
2017,M5B,September,Break and Enter,3
2017,M5B,April,Robbery,3
2017,M5B,August,Robbery,15
2017,M5B,December,Robbery,3
2017,M5B,February,Robbery,7
2017,M5B,January,Robbery,6
2017,M5B,July,Robbery,7
2017,M5B,June,Robbery,6
2017,M5B,March,Robbery,3
2017,M5B,May,Robbery,9
2017,M5B,November,Robbery,8
2017,M5B,October,Robbery,3
2017,M5B,September,Robbery,7
2017,M5B,August,Theft Over,7
2017,M5B,May,Theft Over,1
2017,M5B,October,Theft Over,1
2017,M5B,September,Theft Over,1
2018,M5B,April,Assault,33
2018,M5B,August,Assault,42
2018,M5B,December,Assault,29
2018,M5B,February,Assault,19
2018,M5B,January,Assault,27
2018,M5B,July,Assault,40
2018,M5B,June,Assault,27
2018,M5B,March,Assault,31
2018,M5B,May,Assault,26
2018,M5B,November,Assault,36
2018,M5B,October,Assault,28
2018,M5B,September,Assault,34
2018,M5B,April,Auto Theft,4
2018,M5B,December,Auto Theft,7
2018,M5B,February,Auto Theft,2
2018,M5B,January,Auto Theft,3
2018,M5B,July,Auto Theft,8
2018,M5B,June,Auto Theft,6
2018,M5B,March,Auto Theft,4
2018,M5B,May,Auto Theft,4
2018,M5B,November,Auto Theft,7
2018,M5B,October,Auto Theft,2
2018,M5B,September,Auto Theft,2
2018,M5B,April,Break and Enter,6
2018,M5B,August,Break and Enter,6
2018,M5B,December,Break and Enter,5
2018,M5B,February,Break and Enter,7
2018,M5B,January,Break and Enter,4
2018,M5B,July,Break and Enter,7
2018,M5B,June,Break and Enter,5
2018,M5B,March,Break and Enter,11
2018,M5B,May,Break and Enter,5
2018,M5B,November,Break and Enter,8
2018,M5B,October,Break and Enter,8
2018,M5B,September,Break and Enter,8
2018,M5B,April,Robbery,8
2018,M5B,August,Robbery,11
2018,M5B,December,Robbery,5
2018,M5B,February,Robbery,6
2018,M5B,January,Robbery,6
2018,M5B,July,Robbery,7
2018,M5B,June,Robbery,9
2018,M5B,March,Robbery,11
2018,M5B,May,Robbery,6
2018,M5B,November,Robbery,3
2018,M5B,October,Robbery,9
2018,M5B,September,Robbery,9
2018,M5B,April,Theft Over,5
2018,M5B,August,Theft Over,1
2018,M5B,December,Theft Over,3
2018,M5B,January,Theft Over,3
2018,M5B,July,Theft Over,3
2018,M5B,June,Theft Over,1
2018,M5B,March,Theft Over,1
2018,M5B,May,Theft Over,1
2018,M5B,November,Theft Over,3
2018,M5B,October,Theft Over,3
2018,M5B,September,Theft Over,2
2019,M5B,April,Assault,45
2019,M5B,August,Assault,44
2019,M5B,December,Assault,25
2019,M5B,February,Assault,43
2019,M5B,January,Assault,39
2019,M5B,July,Assault,46
2019,M5B,June,Assault,60
2019,M5B,March,Assault,34
2019,M5B,May,Assault,45
2019,M5B,November,Assault,35
2019,M5B,October,Assault,33
2019,M5B,September,Assault,30
2019,M5B,April,Auto Theft,2
2019,M5B,August,Auto Theft,1
2019,M5B,December,Auto Theft,2
2019,M5B,February,Auto Theft,9
2019,M5B,January,Auto Theft,4
2019,M5B,July,Auto Theft,4
2019,M5B,June,Auto Theft,3
2019,M5B,March,Auto Theft,1
2019,M5B,May,Auto Theft,2
2019,M5B,November,Auto Theft,4
2019,M5B,October,Auto Theft,2
2019,M5B,September,Auto Theft,4
2019,M5B,April,Break and Enter,14
2019,M5B,August,Break and Enter,8
2019,M5B,December,Break and Enter,4
2019,M5B,February,Break and Enter,12
2019,M5B,January,Break and Enter,11
2019,M5B,July,Break and Enter,12
2019,M5B,June,Break and Enter,7
2019,M5B,March,Break and Enter,1
2019,M5B,May,Break and Enter,13
2019,M5B,November,Break and Enter,12
2019,M5B,October,Break and Enter,15
2019,M5B,September,Break and Enter,13
2019,M5B,April,Robbery,5
2019,M5B,August,Robbery,11
2019,M5B,December,Robbery,3
2019,M5B,February,Robbery,6
2019,M5B,January,Robbery,6
2019,M5B,July,Robbery,9
2019,M5B,June,Robbery,9
2019,M5B,May,Robbery,6
2019,M5B,November,Robbery,7
2019,M5B,October,Robbery,7
2019,M5B,September,Robbery,10
2019,M5B,April,Theft Over,1
2019,M5B,August,Theft Over,1
2019,M5B,December,Theft Over,2
2019,M5B,February,Theft Over,4
2019,M5B,January,Theft Over,3
2019,M5B,June,Theft Over,2
2019,M5B,March,Theft Over,1
2019,M5B,May,Theft Over,1
2019,M5B,November,Theft Over,6
2019,M5B,October,Theft Over,5
2019,M5B,September,Theft Over,3
2017,M5C,April,Assault,2
2017,M5C,August,Assault,3
2017,M5C,December,Assault,3
2017,M5C,February,Assault,3
2017,M5C,July,Assault,5
2017,M5C,June,Assault,1
2017,M5C,March,Assault,2
2017,M5C,May,Assault,4
2017,M5C,November,Assault,5
2017,M5C,October,Assault,3
2017,M5C,September,Assault,5
2017,M5C,April,Auto Theft,1
2017,M5C,April,Break and Enter,2
2017,M5C,August,Break and Enter,1
2017,M5C,December,Break and Enter,4
2017,M5C,February,Break and Enter,1
2017,M5C,January,Break and Enter,1
2017,M5C,July,Break and Enter,6
2017,M5C,March,Break and Enter,5
2017,M5C,May,Break and Enter,2
2017,M5C,November,Break and Enter,2
2017,M5C,October,Break and Enter,7
2017,M5C,September,Break and Enter,4
2017,M5C,February,Robbery,5
2017,M5C,July,Robbery,1
2017,M5C,June,Robbery,3
2017,M5C,March,Robbery,1
2017,M5C,May,Robbery,1
2017,M5C,October,Robbery,1
2017,M5C,April,Theft Over,3
2017,M5C,August,Theft Over,1
2017,M5C,May,Theft Over,1
2018,M5C,April,Assault,2
2018,M5C,August,Assault,3
2018,M5C,December,Assault,1
2018,M5C,February,Assault,4
2018,M5C,January,Assault,3
2018,M5C,July,Assault,10
2018,M5C,June,Assault,6
2018,M5C,May,Assault,11
2018,M5C,November,Assault,7
2018,M5C,October,Assault,6
2018,M5C,September,Assault,2
2018,M5C,December,Auto Theft,1
2018,M5C,February,Auto Theft,1
2018,M5C,November,Auto Theft,2
2018,M5C,April,Break and Enter,2
2018,M5C,August,Break and Enter,3
2018,M5C,December,Break and Enter,1
2018,M5C,February,Break and Enter,1
2018,M5C,January,Break and Enter,3
2018,M5C,July,Break and Enter,3
2018,M5C,June,Break and Enter,1
2018,M5C,March,Break and Enter,1
2018,M5C,May,Break and Enter,6
2018,M5C,November,Break and Enter,5
2018,M5C,October,Break and Enter,1
2018,M5C,September,Break and Enter,1
2018,M5C,April,Robbery,2
2018,M5C,August,Robbery,1
2018,M5C,December,Robbery,1
2018,M5C,February,Robbery,4
2018,M5C,July,Robbery,3
2018,M5C,June,Robbery,1
2018,M5C,May,Robbery,2
2018,M5C,November,Robbery,1
2018,M5C,October,Robbery,1
2018,M5C,September,Robbery,1
2018,M5C,December,Theft Over,1
2018,M5C,July,Theft Over,2
2019,M5C,August,Assault,7
2019,M5C,December,Assault,3
2019,M5C,February,Assault,1
2019,M5C,January,Assault,3
2019,M5C,July,Assault,4
2019,M5C,June,Assault,12
2019,M5C,March,Assault,2
2019,M5C,May,Assault,3
2019,M5C,November,Assault,6
2019,M5C,October,Assault,11
2019,M5C,September,Assault,5
2019,M5C,July,Auto Theft,2
2019,M5C,March,Auto Theft,1
2019,M5C,September,Auto Theft,1
2019,M5C,April,Break and Enter,3
2019,M5C,August,Break and Enter,5
2019,M5C,December,Break and Enter,3
2019,M5C,February,Break and Enter,3
2019,M5C,January,Break and Enter,3
2019,M5C,July,Break and Enter,5
2019,M5C,June,Break and Enter,5
2019,M5C,May,Break and Enter,3
2019,M5C,November,Break and Enter,4
2019,M5C,October,Break and Enter,6
2019,M5C,September,Break and Enter,3
2019,M5C,August,Robbery,3
2019,M5C,December,Robbery,1
2019,M5C,January,Robbery,1
2019,M5C,July,Robbery,2
2019,M5C,May,Robbery,3
2019,M5C,November,Robbery,1
2019,M5C,October,Robbery,2
2019,M5C,September,Robbery,1
2019,M5C,January,Theft Over,1
2019,M5C,November,Theft Over,1
2017,M5E,April,Assault,8
2017,M5E,August,Assault,2
2017,M5E,December,Assault,9
2017,M5E,February,Assault,5
2017,M5E,January,Assault,3
2017,M5E,July,Assault,3
2017,M5E,June,Assault,9
2017,M5E,March,Assault,13
2017,M5E,May,Assault,4
2017,M5E,November,Assault,6
2017,M5E,October,Assault,6
2017,M5E,September,Assault,7
2017,M5E,August,Auto Theft,3
2017,M5E,June,Auto Theft,1
2017,M5E,November,Auto Theft,1
2017,M5E,April,Break and Enter,2
2017,M5E,August,Break and Enter,4
2017,M5E,December,Break and Enter,6
2017,M5E,February,Break and Enter,1
2017,M5E,July,Break and Enter,8
2017,M5E,June,Break and Enter,3
2017,M5E,March,Break and Enter,3
2017,M5E,May,Break and Enter,4
2017,M5E,November,Break and Enter,6
2017,M5E,October,Break and Enter,6
2017,M5E,September,Break and Enter,8
2017,M5E,April,Robbery,2
2017,M5E,December,Robbery,1
2017,M5E,February,Robbery,2
2017,M5E,July,Robbery,1
2017,M5E,June,Robbery,1
2017,M5E,November,Robbery,1
2017,M5E,April,Theft Over,1
2017,M5E,August,Theft Over,1
2017,M5E,July,Theft Over,1
2017,M5E,June,Theft Over,1
2017,M5E,May,Theft Over,1
2017,M5E,November,Theft Over,2
2017,M5E,October,Theft Over,1
2017,M5E,September,Theft Over,3
2018,M5E,April,Assault,17
2018,M5E,August,Assault,6
2018,M5E,December,Assault,10
2018,M5E,February,Assault,1
2018,M5E,January,Assault,3
2018,M5E,July,Assault,17
2018,M5E,June,Assault,8
2018,M5E,March,Assault,9
2018,M5E,May,Assault,9
2018,M5E,November,Assault,11
2018,M5E,October,Assault,10
2018,M5E,September,Assault,13
2018,M5E,August,Auto Theft,1
2018,M5E,December,Auto Theft,1
2018,M5E,July,Auto Theft,1
2018,M5E,June,Auto Theft,1
2018,M5E,May,Auto Theft,1
2018,M5E,October,Auto Theft,1
2018,M5E,September,Auto Theft,1
2018,M5E,April,Break and Enter,1
2018,M5E,August,Break and Enter,6
2018,M5E,February,Break and Enter,3
2018,M5E,January,Break and Enter,6
2018,M5E,July,Break and Enter,1
2018,M5E,June,Break and Enter,3
2018,M5E,March,Break and Enter,4
2018,M5E,May,Break and Enter,4
2018,M5E,November,Break and Enter,3
2018,M5E,October,Break and Enter,5
2018,M5E,September,Break and Enter,3
2018,M5E,August,Robbery,2
2018,M5E,February,Robbery,2
2018,M5E,January,Robbery,5
2018,M5E,July,Robbery,4
2018,M5E,June,Robbery,3
2018,M5E,March,Robbery,1
2018,M5E,November,Robbery,1
2018,M5E,September,Robbery,1
2018,M5E,April,Theft Over,2
2018,M5E,July,Theft Over,1
2018,M5E,June,Theft Over,1
2018,M5E,March,Theft Over,1
2018,M5E,May,Theft Over,1
2018,M5E,October,Theft Over,1
2019,M5E,April,Assault,7
2019,M5E,August,Assault,5
2019,M5E,December,Assault,8
2019,M5E,February,Assault,8
2019,M5E,January,Assault,2
2019,M5E,July,Assault,11
2019,M5E,June,Assault,8
2019,M5E,March,Assault,13
2019,M5E,May,Assault,7
2019,M5E,November,Assault,6
2019,M5E,October,Assault,6
2019,M5E,September,Assault,8
2019,M5E,August,Auto Theft,1
2019,M5E,January,Auto Theft,1
2019,M5E,July,Auto Theft,2
2019,M5E,June,Auto Theft,1
2019,M5E,March,Auto Theft,1
2019,M5E,May,Auto Theft,2
2019,M5E,September,Auto Theft,1
2019,M5E,April,Break and Enter,3
2019,M5E,August,Break and Enter,6
2019,M5E,December,Break and Enter,3
2019,M5E,February,Break and Enter,3
2019,M5E,January,Break and Enter,4
2019,M5E,July,Break and Enter,8
2019,M5E,June,Break and Enter,4
2019,M5E,March,Break and Enter,5
