reportedyear,FSA,reportedmonth,MCI,Count of MCI
2019,M5E,November,Break and Enter,3
2019,M5E,October,Break and Enter,10
2019,M5E,September,Break and Enter,3
2019,M5E,April,Robbery,1
2019,M5E,August,Robbery,2
2019,M5E,February,Robbery,1
2019,M5E,July,Robbery,6
2019,M5E,March,Robbery,2
2019,M5E,May,Robbery,2
2019,M5E,November,Robbery,1
2019,M5E,October,Robbery,1
2019,M5E,September,Robbery,1
2019,M5E,August,Theft Over,1
2019,M5E,December,Theft Over,1
2019,M5E,July,Theft Over,2
2019,M5E,June,Theft Over,2
2019,M5E,March,Theft Over,2
2019,M5E,May,Theft Over,1
2019,M5E,October,Theft Over,1
2019,M5E,September,Theft Over,1
2017,M5G,April,Assault,60
2017,M5G,August,Assault,33
2017,M5G,December,Assault,46
2017,M5G,February,Assault,33
2017,M5G,January,Assault,26
2017,M5G,July,Assault,48
2017,M5G,June,Assault,38
2017,M5G,March,Assault,23
2017,M5G,May,Assault,33
2017,M5G,November,Assault,31
2017,M5G,October,Assault,28
2017,M5G,September,Assault,41
2017,M5G,April,Auto Theft,1
2017,M5G,August,Auto Theft,4
2017,M5G,February,Auto Theft,1
2017,M5G,July,Auto Theft,1
2017,M5G,April,Break and Enter,7
2017,M5G,August,Break and Enter,7
2017,M5G,December,Break and Enter,10
2017,M5G,February,Break and Enter,2
2017,M5G,January,Break and Enter,4
2017,M5G,July,Break and Enter,8
2017,M5G,June,Break and Enter,7
2017,M5G,March,Break and Enter,4
2017,M5G,May,Break and Enter,3
2017,M5G,November,Break and Enter,5
2017,M5G,October,Break and Enter,5
2017,M5G,September,Break and Enter,2
2017,M5G,April,Robbery,16
2017,M5G,August,Robbery,10
2017,M5G,December,Robbery,9
2017,M5G,February,Robbery,2
2017,M5G,January,Robbery,12
2017,M5G,July,Robbery,10
2017,M5G,June,Robbery,4
2017,M5G,March,Robbery,4
2017,M5G,May,Robbery,7
2017,M5G,November,Robbery,12
2017,M5G,October,Robbery,6
2017,M5G,September,Robbery,12
2017,M5G,April,Theft Over,1
2017,M5G,December,Theft Over,2
2017,M5G,January,Theft Over,1
2017,M5G,July,Theft Over,2
2017,M5G,June,Theft Over,2
2017,M5G,March,Theft Over,1
2017,M5G,May,Theft Over,2
2017,M5G,November,Theft Over,1
2017,M5G,October,Theft Over,2
2017,M5G,September,Theft Over,1
2018,M5G,April,Assault,45
2018,M5G,August,Assault,45
2018,M5G,December,Assault,25
2018,M5G,February,Assault,44
2018,M5G,January,Assault,31
2018,M5G,July,Assault,36
2018,M5G,June,Assault,30
2018,M5G,March,Assault,40
2018,M5G,May,Assault,46
2018,M5G,November,Assault,39
2018,M5G,October,Assault,37
2018,M5G,September,Assault,26
2018,M5G,August,Auto Theft,3
2018,M5G,December,Auto Theft,1
2018,M5G,February,Auto Theft,1
2018,M5G,July,Auto Theft,2
2018,M5G,March,Auto Theft,2
2018,M5G,October,Auto Theft,1
2018,M5G,September,Auto Theft,1
2018,M5G,April,Break and Enter,8
2018,M5G,August,Break and Enter,4
2018,M5G,December,Break and Enter,6
2018,M5G,February,Break and Enter,6
2018,M5G,January,Break and Enter,4
2018,M5G,July,Break and Enter,2
2018,M5G,June,Break and Enter,1
2018,M5G,March,Break and Enter,9
2018,M5G,May,Break and Enter,5
2018,M5G,November,Break and Enter,2
2018,M5G,October,Break and Enter,10
2018,M5G,September,Break and Enter,6
2018,M5G,April,Robbery,6
2018,M5G,August,Robbery,9
2018,M5G,December,Robbery,4
2018,M5G,February,Robbery,9
2018,M5G,January,Robbery,15
2018,M5G,July,Robbery,9
2018,M5G,June,Robbery,6
2018,M5G,March,Robbery,11
2018,M5G,May,Robbery,9
2018,M5G,November,Robbery,10
2018,M5G,October,Robbery,6
2018,M5G,September,Robbery,12
2018,M5G,April,Theft Over,2
2018,M5G,August,Theft Over,3
2018,M5G,December,Theft Over,3
2018,M5G,February,Theft Over,3
2018,M5G,January,Theft Over,1
2018,M5G,March,Theft Over,1
2018,M5G,May,Theft Over,1
2018,M5G,November,Theft Over,2
2018,M5G,October,Theft Over,1
2019,M5G,April,Assault,42
2019,M5G,August,Assault,51
2019,M5G,December,Assault,41
2019,M5G,February,Assault,28
2019,M5G,January,Assault,30
2019,M5G,July,Assault,45
2019,M5G,June,Assault,70
2019,M5G,March,Assault,49
2019,M5G,May,Assault,31
2019,M5G,November,Assault,39
2019,M5G,October,Assault,34
2019,M5G,September,Assault,35
2019,M5G,April,Auto Theft,1
2019,M5G,August,Auto Theft,2
2019,M5G,February,Auto Theft,1
2019,M5G,January,Auto Theft,2
2019,M5G,July,Auto Theft,3
2019,M5G,June,Auto Theft,3
2019,M5G,March,Auto Theft,2
2019,M5G,May,Auto Theft,1
2019,M5G,November,Auto Theft,2
2019,M5G,October,Auto Theft,2
2019,M5G,September,Auto Theft,2
2019,M5G,April,Break and Enter,4
2019,M5G,August,Break and Enter,6
2019,M5G,December,Break and Enter,4
2019,M5G,February,Break and Enter,7
2019,M5G,January,Break and Enter,9
2019,M5G,July,Break and Enter,4
2019,M5G,June,Break and Enter,2
2019,M5G,March,Break and Enter,5
2019,M5G,May,Break and Enter,7
2019,M5G,November,Break and Enter,11
2019,M5G,October,Break and Enter,11
2019,M5G,September,Break and Enter,7
2019,M5G,April,Robbery,3
2019,M5G,August,Robbery,8
2019,M5G,December,Robbery,5
2019,M5G,February,Robbery,10
2019,M5G,January,Robbery,5
2019,M5G,July,Robbery,11
2019,M5G,June,Robbery,2
2019,M5G,March,Robbery,5
2019,M5G,May,Robbery,4
2019,M5G,November,Robbery,7
2019,M5G,October,Robbery,3
2019,M5G,September,Robbery,6
2019,M5G,April,Theft Over,1
2019,M5G,August,Theft Over,1
2019,M5G,January,Theft Over,3
2019,M5G,July,Theft Over,2
2019,M5G,June,Theft Over,1
2019,M5G,May,Theft Over,2
2019,M5G,November,Theft Over,1
2019,M5G,October,Theft Over,4
2019,M5G,September,Theft Over,4
2017,M5H,April,Assault,16
2017,M5H,August,Assault,15
2017,M5H,December,Assault,18
2017,M5H,February,Assault,12
2017,M5H,January,Assault,20
2017,M5H,July,Assault,27
2017,M5H,June,Assault,29
2017,M5H,March,Assault,25
2017,M5H,May,Assault,23
2017,M5H,November,Assault,26
2017,M5H,October,Assault,23
2017,M5H,September,Assault,11
2017,M5H,August,Auto Theft,1
2017,M5H,July,Auto Theft,1
2017,M5H,June,Auto Theft,2
2017,M5H,September,Auto Theft,2
2017,M5H,April,Break and Enter,1
2017,M5H,August,Break and Enter,2
2017,M5H,December,Break and Enter,9
2017,M5H,February,Break and Enter,2
2017,M5H,January,Break and Enter,4
2017,M5H,July,Break and Enter,1
2017,M5H,June,Break and Enter,5
2017,M5H,March,Break and Enter,2
2017,M5H,May,Break and Enter,2
2017,M5H,November,Break and Enter,6
2017,M5H,October,Break and Enter,3
2017,M5H,September,Break and Enter,4
2017,M5H,August,Robbery,5
2017,M5H,December,Robbery,3
2017,M5H,January,Robbery,1
2017,M5H,June,Robbery,3
2017,M5H,May,Robbery,1
2017,M5H,November,Robbery,3
2017,M5H,October,Robbery,5
2017,M5H,April,Theft Over,1
2017,M5H,August,Theft Over,1
2017,M5H,December,Theft Over,4
2017,M5H,February,Theft Over,2
2017,M5H,January,Theft Over,2
2017,M5H,June,Theft Over,2
2017,M5H,March,Theft Over,2
2017,M5H,May,Theft Over,1
2017,M5H,November,Theft Over,1
2017,M5H,October,Theft Over,3
2017,M5H,September,Theft Over,1
2018,M5H,April,Assault,16
2018,M5H,August,Assault,21
2018,M5H,December,Assault,28
2018,M5H,February,Assault,14
2018,M5H,January,Assault,22
2018,M5H,July,Assault,14
2018,M5H,June,Assault,10
2018,M5H,March,Assault,18
2018,M5H,May,Assault,10
2018,M5H,November,Assault,15
2018,M5H,October,Assault,21
2018,M5H,September,Assault,16
2018,M5H,August,Auto Theft,1
2018,M5H,December,Auto Theft,1
2018,M5H,February,Auto Theft,1
2018,M5H,June,Auto Theft,2
2018,M5H,May,Auto Theft,1
2018,M5H,November,Auto Theft,1
2018,M5H,October,Auto Theft,1
2018,M5H,September,Auto Theft,1
2018,M5H,April,Break and Enter,2
2018,M5H,December,Break and Enter,4
2018,M5H,February,Break and Enter,6
2018,M5H,January,Break and Enter,2
2018,M5H,July,Break and Enter,3
2018,M5H,June,Break and Enter,2
2018,M5H,March,Break and Enter,2
2018,M5H,May,Break and Enter,6
2018,M5H,November,Break and Enter,5
2018,M5H,October,Break and Enter,5
2018,M5H,September,Break and Enter,4
2018,M5H,August,Robbery,1
2018,M5H,January,Robbery,2
2018,M5H,July,Robbery,2
2018,M5H,March,Robbery,3
2018,M5H,May,Robbery,3
2018,M5H,November,Robbery,3
2018,M5H,October,Robbery,2
2018,M5H,September,Robbery,6
2018,M5H,April,Theft Over,1
2018,M5H,August,Theft Over,1
2018,M5H,December,Theft Over,4
2018,M5H,February,Theft Over,1
2018,M5H,January,Theft Over,2
2018,M5H,July,Theft Over,1
2018,M5H,March,Theft Over,1
2018,M5H,May,Theft Over,2
2018,M5H,November,Theft Over,2
2018,M5H,October,Theft Over,1
2018,M5H,September,Theft Over,1
2019,M5H,April,Assault,20
2019,M5H,August,Assault,19
2019,M5H,December,Assault,17
2019,M5H,February,Assault,31
2019,M5H,January,Assault,18
2019,M5H,July,Assault,17
2019,M5H,June,Assault,24
2019,M5H,March,Assault,13
2019,M5H,May,Assault,16
2019,M5H,November,Assault,9
2019,M5H,October,Assault,9
2019,M5H,September,Assault,15
2019,M5H,April,Auto Theft,1
2019,M5H,December,Auto Theft,2
2019,M5H,February,Auto Theft,1
2019,M5H,January,Auto Theft,1
2019,M5H,July,Auto Theft,1
2019,M5H,June,Auto Theft,3
2019,M5H,October,Auto Theft,1
2019,M5H,September,Auto Theft,2
2019,M5H,April,Break and Enter,7
2019,M5H,August,Break and Enter,3
2019,M5H,December,Break and Enter,1
2019,M5H,February,Break and Enter,3
2019,M5H,January,Break and Enter,2
2019,M5H,July,Break and Enter,3
2019,M5H,June,Break and Enter,5
2019,M5H,May,Break and Enter,2
2019,M5H,November,Break and Enter,1
2019,M5H,October,Break and Enter,4
2019,M5H,September,Break and Enter,11
2019,M5H,April,Robbery,1
2019,M5H,August,Robbery,1
2019,M5H,December,Robbery,2
2019,M5H,February,Robbery,4
2019,M5H,January,Robbery,1
2019,M5H,July,Robbery,1
2019,M5H,June,Robbery,6
2019,M5H,March,Robbery,2
2019,M5H,May,Robbery,2
2019,M5H,October,Robbery,1
2019,M5H,September,Robbery,1
2019,M5H,April,Theft Over,3
2019,M5H,August,Theft Over,1
2019,M5H,December,Theft Over,3
2019,M5H,February,Theft Over,2
2019,M5H,January,Theft Over,2
2019,M5H,July,Theft Over,3
2019,M5H,June,Theft Over,3
2019,M5H,November,Theft Over,2
2019,M5H,October,Theft Over,3
2019,M5H,September,Theft Over,4
2017,M5J,April,Assault,19
2017,M5J,August,Assault,30
2017,M5J,December,Assault,16
2017,M5J,February,Assault,17
2017,M5J,January,Assault,16
2017,M5J,July,Assault,39
2017,M5J,June,Assault,8
2017,M5J,March,Assault,16
2017,M5J,May,Assault,16
2017,M5J,November,Assault,25
2017,M5J,October,Assault,15
2017,M5J,September,Assault,20
2017,M5J,April,Auto Theft,1
2017,M5J,December,Auto Theft,2
2017,M5J,February,Auto Theft,1
2017,M5J,July,Auto Theft,2
2017,M5J,June,Auto Theft,3
2017,M5J,March,Auto Theft,1
2017,M5J,May,Auto Theft,1
2017,M5J,November,Auto Theft,2
2017,M5J,October,Auto Theft,2
2017,M5J,September,Auto Theft,3
2017,M5J,April,Break and Enter,5
2017,M5J,August,Break and Enter,8
2017,M5J,December,Break and Enter,7
2017,M5J,January,Break and Enter,9
2017,M5J,July,Break and Enter,6
2017,M5J,June,Break and Enter,3
2017,M5J,March,Break and Enter,3
2017,M5J,May,Break and Enter,4
2017,M5J,November,Break and Enter,3
2017,M5J,October,Break and Enter,4
2017,M5J,September,Break and Enter,3
2017,M5J,April,Robbery,2
2017,M5J,August,Robbery,4
2017,M5J,December,Robbery,2
2017,M5J,July,Robbery,6
2017,M5J,June,Robbery,3
2017,M5J,March,Robbery,2
2017,M5J,May,Robbery,2
2017,M5J,September,Robbery,1
2017,M5J,August,Theft Over,2
2017,M5J,December,Theft Over,2
2017,M5J,February,Theft Over,1
2017,M5J,July,Theft Over,1
2017,M5J,June,Theft Over,5
2017,M5J,May,Theft Over,3
2017,M5J,November,Theft Over,4
2017,M5J,October,Theft Over,3
2017,M5J,September,Theft Over,2
2018,M5J,April,Assault,23
2018,M5J,August,Assault,27
2018,M5J,December,Assault,15
2018,M5J,February,Assault,17
2018,M5J,January,Assault,16
2018,M5J,July,Assault,28
2018,M5J,June,Assault,29
2018,M5J,March,Assault,28
2018,M5J,May,Assault,48
2018,M5J,November,Assault,18
2018,M5J,October,Assault,17
2018,M5J,September,Assault,19
2018,M5J,April,Auto Theft,1
2018,M5J,August,Auto Theft,4
2018,M5J,December,Auto Theft,1
2018,M5J,January,Auto Theft,1
2018,M5J,July,Auto Theft,7
2018,M5J,June,Auto Theft,2
2018,M5J,March,Auto Theft,2
2018,M5J,October,Auto Theft,2
2018,M5J,April,Break and Enter,2
2018,M5J,August,Break and Enter,2
2018,M5J,December,Break and Enter,3
2018,M5J,February,Break and Enter,7
2018,M5J,January,Break and Enter,1
2018,M5J,July,Break and Enter,3
2018,M5J,June,Break and Enter,4
2018,M5J,March,Break and Enter,4
2018,M5J,November,Break and Enter,3
2018,M5J,October,Break and Enter,5
2018,M5J,September,Break and Enter,1
2018,M5J,April,Robbery,2
2018,M5J,August,Robbery,5
2018,M5J,February,Robbery,2
2018,M5J,January,Robbery,1
2018,M5J,June,Robbery,1
2018,M5J,May,Robbery,3
2018,M5J,November,Robbery,10
2018,M5J,September,Robbery,1
2018,M5J,April,Theft Over,1
2018,M5J,August,Theft Over,1
2018,M5J,December,Theft Over,4
2018,M5J,February,Theft Over,3
2018,M5J,January,Theft Over,3
2018,M5J,June,Theft Over,1
2018,M5J,May,Theft Over,1
2018,M5J,November,Theft Over,1
2018,M5J,October,Theft Over,1
2018,M5J,September,Theft Over,1
2019,M5J,April,Assault,11
2019,M5J,August,Assault,25
2019,M5J,December,Assault,19
2019,M5J,February,Assault,19
2019,M5J,January,Assault,16
2019,M5J,July,Assault,21
2019,M5J,June,Assault,24
2019,M5J,March,Assault,14
2019,M5J,May,Assault,14
2019,M5J,November,Assault,16
2019,M5J,October,Assault,22
2019,M5J,September,Assault,15
2019,M5J,April,Auto Theft,6
2019,M5J,August,Auto Theft,2
2019,M5J,December,Auto Theft,3
2019,M5J,January,Auto Theft,1
2019,M5J,July,Auto Theft,4
2019,M5J,June,Auto Theft,4
2019,M5J,March,Auto Theft,3
2019,M5J,May,Auto Theft,1
2019,M5J,November,Auto Theft,1
2019,M5J,October,Auto Theft,1
2019,M5J,September,Auto Theft,2
2019,M5J,April,Break and Enter,6
2019,M5J,August,Break and Enter,8
2019,M5J,December,Break and Enter,6
2019,M5J,February,Break and Enter,3
2019,M5J,January,Break and Enter,2
2019,M5J,July,Break and Enter,6
2019,M5J,June,Break and Enter,4
2019,M5J,March,Break and Enter,1
2019,M5J,May,Break and Enter,4
2019,M5J,November,Break and Enter,5
2019,M5J,October,Break and Enter,4
2019,M5J,September,Break and Enter,4
2019,M5J,August,Robbery,1
2019,M5J,December,Robbery,1
2019,M5J,February,Robbery,3
2019,M5J,January,Robbery,3
2019,M5J,July,Robbery,1
2019,M5J,June,Robbery,4
2019,M5J,March,Robbery,3
2019,M5J,May,Robbery,2
2019,M5J,November,Robbery,1
2019,M5J,October,Robbery,3
2019,M5J,September,Robbery,2
2019,M5J,April,Theft Over,1
2019,M5J,August,Theft Over,5
2019,M5J,December,Theft Over,1
2019,M5J,February,Theft Over,2
2019,M5J,July,Theft Over,3
2019,M5J,June,Theft Over,1
2019,M5J,May,Theft Over,2
2019,M5J,November,Theft Over,2
2019,M5J,October,Theft Over,3
2019,M5J,September,Theft Over,2
2017,M5M,April,Assault,7
2017,M5M,August,Assault,2
2017,M5M,December,Assault,11
2017,M5M,February,Assault,2
2017,M5M,January,Assault,7
2017,M5M,July,Assault,17
2017,M5M,June,Assault,3
2017,M5M,March,Assault,5
2017,M5M,May,Assault,8
2017,M5M,November,Assault,7
2017,M5M,October,Assault,5
2017,M5M,September,Assault,2
2017,M5M,April,Auto Theft,5
2017,M5M,August,Auto Theft,3
2017,M5M,December,Auto Theft,2
2017,M5M,February,Auto Theft,2
2017,M5M,July,Auto Theft,3
2017,M5M,June,Auto Theft,3
2017,M5M,March,Auto Theft,5
2017,M5M,May,Auto Theft,9
2017,M5M,November,Auto Theft,4
2017,M5M,October,Auto Theft,5
2017,M5M,September,Auto Theft,9
2017,M5M,April,Break and Enter,8
2017,M5M,August,Break and Enter,10
2017,M5M,December,Break and Enter,9
2017,M5M,February,Break and Enter,4
2017,M5M,January,Break and Enter,6
2017,M5M,July,Break and Enter,8
2017,M5M,June,Break and Enter,9
2017,M5M,March,Break and Enter,8
2017,M5M,May,Break and Enter,9
2017,M5M,November,Break and Enter,15
2017,M5M,October,Break and Enter,7
2017,M5M,September,Break and Enter,2
2017,M5M,August,Robbery,3
2017,M5M,December,Robbery,3
2017,M5M,February,Robbery,1
2017,M5M,June,Robbery,2
2017,M5M,November,Robbery,2
2017,M5M,October,Robbery,1
2017,M5M,April,Theft Over,1
2017,M5M,August,Theft Over,2
2017,M5M,December,Theft Over,2
2017,M5M,June,Theft Over,2
2017,M5M,May,Theft Over,1
2017,M5M,November,Theft Over,1
2017,M5M,October,Theft Over,2
2017,M5M,September,Theft Over,1
2018,M5M,April,Assault,10
2018,M5M,August,Assault,2
2018,M5M,December,Assault,2
2018,M5M,February,Assault,11
2018,M5M,January,Assault,7
2018,M5M,July,Assault,2
2018,M5M,June,Assault,1
2018,M5M,March,Assault,11
2018,M5M,May,Assault,4
2018,M5M,November,Assault,5
2018,M5M,October,Assault,4
2018,M5M,September,Assault,1
2018,M5M,April,Auto Theft,5
2018,M5M,August,Auto Theft,6
2018,M5M,December,Auto Theft,5
2018,M5M,February,Auto Theft,2
2018,M5M,July,Auto Theft,3
2018,M5M,June,Auto Theft,6
2018,M5M,March,Auto Theft,9
2018,M5M,May,Auto Theft,2
2018,M5M,November,Auto Theft,10
2018,M5M,October,Auto Theft,6
2018,M5M,September,Auto Theft,6
2018,M5M,April,Break and Enter,8
2018,M5M,August,Break and Enter,3
2018,M5M,December,Break and Enter,5
2018,M5M,February,Break and Enter,9
2018,M5M,January,Break and Enter,8
2018,M5M,July,Break and Enter,3
2018,M5M,June,Break and Enter,4
2018,M5M,March,Break and Enter,8
2018,M5M,May,Break and Enter,8
2018,M5M,November,Break and Enter,7
2018,M5M,October,Break and Enter,1
2018,M5M,September,Break and Enter,10
2018,M5M,April,Robbery,5
2018,M5M,August,Robbery,2
2018,M5M,December,Robbery,2
2018,M5M,February,Robbery,2
2018,M5M,January,Robbery,1
2018,M5M,November,Robbery,1
2018,M5M,September,Robbery,1
2018,M5M,April,Theft Over,1
2018,M5M,May,Theft Over,1
2018,M5M,October,Theft Over,3
2018,M5M,September,Theft Over,1
2019,M5M,April,Assault,12
2019,M5M,August,Assault,6
2019,M5M,December,Assault,4
2019,M5M,February,Assault,7
2019,M5M,January,Assault,8
2019,M5M,July,Assault,5
2019,M5M,June,Assault,14
2019,M5M,March,Assault,4
2019,M5M,May,Assault,7
2019,M5M,November,Assault,10
2019,M5M,October,Assault,5
2019,M5M,September,Assault,8
2019,M5M,April,Auto Theft,1
2019,M5M,August,Auto Theft,2
2019,M5M,December,Auto Theft,3
2019,M5M,February,Auto Theft,4
2019,M5M,January,Auto Theft,4
2019,M5M,July,Auto Theft,7
2019,M5M,June,Auto Theft,5
2019,M5M,March,Auto Theft,7
2019,M5M,May,Auto Theft,9
2019,M5M,November,Auto Theft,4
2019,M5M,October,Auto Theft,10
2019,M5M,September,Auto Theft,4
2019,M5M,April,Break and Enter,8
2019,M5M,August,Break and Enter,6
2019,M5M,December,Break and Enter,6
2019,M5M,February,Break and Enter,4
2019,M5M,January,Break and Enter,3
2019,M5M,July,Break and Enter,10
2019,M5M,June,Break and Enter,7
2019,M5M,March,Break and Enter,5
2019,M5M,May,Break and Enter,5
2019,M5M,November,Break and Enter,14
2019,M5M,October,Break and Enter,5
2019,M5M,September,Break and Enter,5
2019,M5M,December,Robbery,2
2019,M5M,February,Robbery,3
2019,M5M,June,Robbery,1
2019,M5M,May,Robbery,1
2019,M5M,November,Robbery,2
2019,M5M,October,Robbery,12
2019,M5M,September,Robbery,1
2019,M5M,August,Theft Over,1
2019,M5M,December,Theft Over,1
2019,M5M,January,Theft Over,1
2019,M5M,July,Theft Over,1
2019,M5M,June,Theft Over,2
2019,M5M,March,Theft Over,3
2019,M5M,May,Theft Over,1
2019,M5M,November,Theft Over,2
2019,M5M,October,Theft Over,2
2019,M5M,September,Theft Over,2
2017,M5N,April,Assault,8
2017,M5N,August,Assault,1
2017,M5N,December,Assault,1
2017,M5N,February,Assault,2
2017,M5N,January,Assault,1
2017,M5N,July,Assault,1
2017,M5N,June,Assault,2
2017,M5N,March,Assault,4
2017,M5N,May,Assault,1
2017,M5N,November,Assault,9
2017,M5N,September,Assault,2
2017,M5N,August,Auto Theft,1
2017,M5N,February,Auto Theft,1
2017,M5N,January,Auto Theft,4
2017,M5N,July,Auto Theft,4
2017,M5N,June,Auto Theft,2
2017,M5N,March,Auto Theft,1
2017,M5N,May,Auto Theft,2
2017,M5N,November,Auto Theft,5
2017,M5N,October,Auto Theft,2
2017,M5N,September,Auto Theft,2
2017,M5N,April,Break and Enter,4
2017,M5N,August,Break and Enter,6
2017,M5N,December,Break and Enter,3
2017,M5N,February,Break and Enter,4
2017,M5N,January,Break and Enter,14
2017,M5N,July,Break and Enter,11
2017,M5N,June,Break and Enter,6
2017,M5N,March,Break and Enter,6
2017,M5N,May,Break and Enter,8
2017,M5N,November,Break and Enter,4
2017,M5N,October,Break and Enter,3
2017,M5N,September,Break and Enter,3
2017,M5N,April,Robbery,3
2017,M5N,February,Robbery,1
2017,M5N,January,Robbery,1
2017,M5N,November,Robbery,1
2017,M5N,August,Theft Over,1
2017,M5N,January,Theft Over,1
2017,M5N,July,Theft Over,1
2017,M5N,November,Theft Over,1
2017,M5N,September,Theft Over,1
2018,M5N,April,Assault,1
2018,M5N,August,Assault,4
2018,M5N,February,Assault,3
2018,M5N,July,Assault,1
2018,M5N,June,Assault,2
2018,M5N,May,Assault,3
2018,M5N,November,Assault,4
2018,M5N,October,Assault,2
2018,M5N,September,Assault,5
2018,M5N,April,Auto Theft,1
2018,M5N,August,Auto Theft,3
2018,M5N,December,Auto Theft,7
2018,M5N,February,Auto Theft,2
2018,M5N,July,Auto Theft,2
2018,M5N,June,Auto Theft,2
2018,M5N,March,Auto Theft,1
2018,M5N,May,Auto Theft,2
2018,M5N,November,Auto Theft,2
2018,M5N,October,Auto Theft,2
2018,M5N,September,Auto Theft,5
2018,M5N,April,Break and Enter,3
2018,M5N,August,Break and Enter,6
2018,M5N,December,Break and Enter,4
2018,M5N,January,Break and Enter,2
2018,M5N,July,Break and Enter,2
2018,M5N,June,Break and Enter,1
2018,M5N,March,Break and Enter,6
2018,M5N,May,Break and Enter,5
2018,M5N,November,Break and Enter,3
2018,M5N,October,Break and Enter,4
2018,M5N,September,Break and Enter,2
2018,M5N,February,Robbery,1
2018,M5N,January,Robbery,1
2018,M5N,March,Robbery,5
2018,M5N,November,Robbery,7
2018,M5N,October,Robbery,1
2018,M5N,January,Theft Over,1
2018,M5N,March,Theft Over,1
2018,M5N,May,Theft Over,1
